Age,Income,CreditScore,Education,EmploymentType,MaritalStatus,Default
33.0,149401.0,350.0,2.0,3.0,1.0,0
56.0,82333.0,375.0,1.0,3.0,2.0,0
54.0,82333.0,313.0,2.0,2.0,2.0,0
43.0,46004.0,705.0,0.0,1.0,2.0,1
35.0,66157.0,622.0,3.0,3.0,0.0,0
57.0,116027.0,517.0,1.0,3.0,2.0,0
46.0,78084.0,492.0,3.0,2.0,0.0,0
45.0,26913.0,592.0,0.0,1.0,2.0,1
56.0,90981.0,573.0,1.0,3.0,1.0,1
61.0,82333.0,573.0,3.0,1.0,2.0,0
22.0,146338.0,758.0,1.0,1.0,1.0,0
43.0,135636.0,703.0,0.0,1.0,2.0,0
58.0,75871.0,308.0,1.0,1.0,0.0,0
44.0,48656.0,830.0,3.0,0.0,0.0,0
19.0,98196.0,573.0,0.0,0.0,2.0,1
65.0,94409.0,831.0,3.0,0.0,0.0,0
43.0,94417.0,798.0,0.0,3.0,0.0,0
57.0,98863.0,488.0,3.0,2.0,1.0,0
40.0,124223.0,475.0,0.0,1.0,2.0,1
55.0,20220.0,303.0,1.0,0.0,0.0,0
57.0,107980.0,359.0,1.0,3.0,2.0,0
62.0,123538.0,614.0,2.0,3.0,2.0,0
34.0,88992.0,356.0,3.0,2.0,0.0,0
59.0,18437.0,427.0,3.0,2.0,1.0,0
48.0,98950.0,618.0,1.0,1.0,2.0,0
62.0,40418.0,659.0,3.0,1.0,2.0,0
43.0,39774.0,514.0,2.0,2.0,1.0,0
36.0,95641.0,634.0,0.0,3.0,2.0,0
33.0,19928.0,812.0,2.0,3.0,1.0,0
43.0,79413.0,326.0,2.0,2.0,1.0,0
49.0,133816.0,573.0,1.0,1.0,0.0,0
62.0,117268.0,466.0,1.0,3.0,0.0,0
52.0,69377.0,573.0,2.0,1.0,2.0,0
60.0,126726.0,735.0,2.0,3.0,2.0,0
42.0,143904.0,573.0,1.0,3.0,2.0,1
45.0,120877.0,620.0,1.0,1.0,2.0,0
21.0,81749.0,588.0,1.0,0.0,2.0,0
43.0,148787.0,573.0,3.0,1.0,2.0,1
32.0,123367.0,300.0,1.0,2.0,0.0,1
44.0,82333.0,473.0,3.0,0.0,2.0,0
50.0,82333.0,573.0,0.0,1.0,1.0,0
69.0,36554.0,464.0,1.0,3.0,1.0,0
58.0,97652.0,795.0,1.0,0.0,2.0,0
62.0,55232.0,514.0,1.0,2.0,1.0,0
29.0,16126.0,448.0,2.0,3.0,0.0,0
63.0,94161.0,644.0,1.0,2.0,1.0,0
21.0,59940.0,587.0,3.0,3.0,2.0,0
48.0,149726.0,573.0,2.0,0.0,2.0,0
51.0,26060.0,378.0,1.0,1.0,1.0,0
51.0,16314.0,306.0,3.0,1.0,1.0,1
43.0,76333.0,556.0,1.0,1.0,0.0,0
64.0,137222.0,829.0,1.0,3.0,1.0,0
43.0,136978.0,763.0,2.0,3.0,2.0,0
21.0,99456.0,361.0,1.0,2.0,2.0,1
59.0,104976.0,465.0,1.0,1.0,1.0,0
45.0,40181.0,723.0,2.0,1.0,0.0,0
54.0,32410.0,585.0,2.0,1.0,1.0,0
18.0,115798.0,786.0,3.0,0.0,1.0,0
33.0,64559.0,584.0,1.0,2.0,0.0,0
36.0,36615.0,445.0,3.0,0.0,1.0,0
36.0,82333.0,738.0,1.0,2.0,0.0,0
51.0,61344.0,579.0,0.0,1.0,2.0,0
55.0,122897.0,744.0,2.0,2.0,1.0,0
54.0,119667.0,632.0,1.0,0.0,0.0,0
69.0,148279.0,414.0,2.0,3.0,2.0,0
49.0,61203.0,667.0,1.0,3.0,2.0,0
43.0,42498.0,573.0,3.0,0.0,2.0,0
21.0,148590.0,411.0,0.0,2.0,0.0,0
60.0,79326.0,393.0,3.0,1.0,1.0,0
23.0,18930.0,810.0,2.0,0.0,0.0,0
51.0,34048.0,654.0,3.0,3.0,0.0,0
66.0,89432.0,605.0,3.0,0.0,0.0,0
29.0,73941.0,586.0,0.0,2.0,2.0,1
28.0,81285.0,356.0,1.0,2.0,2.0,0
56.0,43296.0,468.0,0.0,3.0,2.0,0
51.0,31343.0,513.0,1.0,3.0,2.0,0
64.0,73929.0,471.0,1.0,1.0,2.0,0
32.0,34136.0,362.0,1.0,2.0,2.0,1
51.0,25920.0,763.0,1.0,1.0,1.0,0
52.0,82333.0,455.0,0.0,1.0,1.0,0
56.0,36891.0,573.0,2.0,0.0,1.0,0
58.0,69068.0,573.0,1.0,2.0,1.0,0
25.0,117584.0,456.0,1.0,3.0,1.0,0
43.0,51966.0,769.0,1.0,3.0,2.0,0
38.0,63234.0,467.0,3.0,1.0,0.0,0
58.0,148408.0,633.0,3.0,1.0,1.0,0
58.0,76873.0,530.0,2.0,1.0,2.0,0
45.0,19376.0,644.0,1.0,0.0,2.0,1
35.0,132158.0,371.0,3.0,0.0,0.0,0
36.0,77076.0,328.0,2.0,2.0,2.0,0
23.0,94517.0,410.0,2.0,1.0,2.0,0
43.0,82333.0,326.0,1.0,1.0,1.0,0
60.0,119735.0,637.0,0.0,3.0,0.0,0
59.0,61771.0,636.0,2.0,1.0,1.0,0
66.0,73133.0,322.0,0.0,0.0,2.0,0
61.0,30027.0,555.0,1.0,0.0,1.0,0
27.0,89238.0,491.0,1.0,1.0,2.0,0
47.0,81126.0,610.0,0.0,0.0,2.0,0
41.0,94221.0,481.0,1.0,3.0,0.0,0
20.0,138474.0,305.0,0.0,0.0,0.0,0
50.0,144901.0,662.0,0.0,3.0,1.0,0
42.0,35702.0,529.0,0.0,2.0,0.0,0
43.0,141664.0,687.0,1.0,2.0,1.0,0
69.0,34758.0,501.0,0.0,0.0,2.0,0
48.0,102626.0,836.0,2.0,3.0,1.0,0
52.0,120756.0,684.0,1.0,2.0,2.0,0
44.0,82333.0,302.0,3.0,2.0,2.0,0
39.0,75505.0,671.0,1.0,1.0,2.0,0
39.0,133455.0,583.0,0.0,3.0,0.0,0
35.0,37324.0,573.0,3.0,1.0,2.0,0
57.0,46256.0,431.0,3.0,3.0,2.0,0
43.0,84556.0,455.0,1.0,3.0,2.0,0
43.0,149269.0,613.0,1.0,3.0,1.0,0
28.0,34408.0,645.0,1.0,1.0,2.0,0
51.0,103185.0,571.0,0.0,2.0,2.0,0
19.0,112689.0,509.0,1.0,1.0,0.0,0
34.0,47177.0,339.0,2.0,1.0,2.0,0
32.0,30948.0,495.0,0.0,1.0,0.0,0
41.0,94681.0,573.0,0.0,1.0,1.0,0
44.0,30286.0,833.0,3.0,0.0,1.0,0
28.0,125882.0,752.0,1.0,1.0,2.0,0
24.0,61856.0,635.0,3.0,0.0,0.0,0
63.0,21711.0,825.0,1.0,2.0,2.0,0
44.0,45453.0,357.0,1.0,1.0,1.0,1
46.0,23630.0,613.0,0.0,1.0,1.0,0
51.0,127114.0,473.0,0.0,0.0,0.0,0
32.0,30228.0,432.0,2.0,0.0,1.0,0
43.0,88273.0,417.0,1.0,1.0,1.0,0
24.0,143475.0,434.0,3.0,3.0,1.0,0
54.0,81630.0,506.0,1.0,1.0,2.0,1
34.0,138432.0,457.0,1.0,0.0,2.0,0
23.0,87878.0,313.0,0.0,2.0,0.0,0
32.0,82333.0,622.0,2.0,3.0,0.0,0
43.0,87045.0,707.0,1.0,2.0,2.0,1
30.0,130545.0,526.0,2.0,3.0,2.0,0
38.0,109750.0,325.0,3.0,0.0,1.0,0
31.0,49877.0,359.0,0.0,0.0,1.0,1
22.0,81016.0,357.0,3.0,3.0,2.0,0
62.0,27885.0,325.0,3.0,3.0,1.0,0
56.0,68698.0,575.0,3.0,2.0,0.0,0
66.0,82333.0,573.0,3.0,1.0,0.0,0
34.0,100588.0,689.0,2.0,1.0,1.0,0
28.0,110565.0,766.0,2.0,0.0,1.0,0
49.0,78314.0,451.0,0.0,1.0,2.0,0
67.0,70550.0,351.0,2.0,3.0,2.0,0
57.0,110410.0,571.0,1.0,2.0,1.0,0
25.0,59160.0,373.0,0.0,1.0,1.0,0
65.0,125996.0,808.0,0.0,1.0,0.0,0
49.0,143087.0,315.0,0.0,2.0,1.0,0
22.0,23096.0,391.0,1.0,2.0,2.0,0
41.0,137610.0,439.0,1.0,2.0,2.0,0
66.0,133555.0,849.0,1.0,0.0,1.0,0
56.0,83985.0,528.0,0.0,3.0,2.0,0
68.0,144054.0,772.0,3.0,1.0,1.0,0
54.0,34147.0,570.0,1.0,2.0,1.0,0
50.0,23009.0,774.0,3.0,2.0,2.0,0
43.0,70734.0,333.0,0.0,2.0,2.0,0
39.0,134627.0,557.0,1.0,2.0,0.0,0
47.0,145728.0,755.0,3.0,3.0,0.0,0
52.0,83910.0,573.0,1.0,1.0,2.0,0
55.0,24918.0,376.0,1.0,3.0,1.0,0
43.0,73476.0,573.0,1.0,1.0,2.0,1
44.0,15527.0,349.0,0.0,1.0,0.0,0
39.0,44795.0,573.0,3.0,2.0,2.0,0
67.0,82333.0,797.0,1.0,2.0,1.0,0
38.0,100529.0,378.0,0.0,1.0,2.0,0
50.0,34689.0,701.0,1.0,1.0,1.0,0
31.0,78134.0,834.0,1.0,3.0,0.0,0
43.0,82333.0,745.0,3.0,0.0,0.0,0
43.0,125721.0,383.0,1.0,3.0,0.0,0
44.0,82333.0,776.0,3.0,2.0,1.0,0
49.0,121776.0,528.0,2.0,0.0,2.0,0
41.0,43470.0,582.0,0.0,1.0,2.0,0
27.0,49933.0,691.0,2.0,2.0,1.0,0
51.0,101607.0,338.0,1.0,1.0,1.0,0
21.0,30424.0,433.0,2.0,1.0,0.0,0
52.0,114016.0,573.0,3.0,3.0,1.0,0
42.0,146631.0,782.0,2.0,0.0,2.0,0
47.0,84294.0,413.0,0.0,0.0,1.0,1
21.0,100503.0,538.0,1.0,1.0,2.0,0
47.0,137340.0,839.0,2.0,3.0,2.0,0
39.0,72063.0,304.0,1.0,1.0,2.0,0
60.0,51908.0,820.0,1.0,0.0,0.0,0
59.0,31187.0,613.0,2.0,2.0,2.0,0
26.0,121426.0,594.0,2.0,2.0,0.0,0
64.0,82333.0,780.0,0.0,2.0,0.0,0
65.0,125227.0,316.0,0.0,1.0,2.0,0
62.0,108453.0,702.0,2.0,3.0,0.0,0
22.0,22477.0,438.0,1.0,3.0,0.0,0
49.0,126853.0,591.0,3.0,1.0,2.0,0
54.0,20548.0,466.0,1.0,2.0,2.0,0
33.0,148681.0,769.0,3.0,1.0,2.0,0
40.0,148470.0,573.0,1.0,1.0,2.0,1
62.0,62917.0,398.0,0.0,1.0,2.0,0
22.0,31409.0,415.0,1.0,3.0,0.0,0
65.0,132551.0,702.0,0.0,1.0,0.0,0
53.0,82333.0,585.0,2.0,0.0,0.0,0
39.0,141293.0,343.0,1.0,0.0,1.0,0
37.0,65665.0,573.0,1.0,0.0,2.0,0
23.0,124254.0,593.0,1.0,3.0,1.0,0
69.0,82333.0,713.0,3.0,2.0,0.0,0
31.0,85514.0,617.0,2.0,1.0,2.0,0
45.0,84562.0,787.0,3.0,0.0,1.0,0
23.0,46447.0,540.0,0.0,1.0,1.0,0
43.0,70416.0,743.0,0.0,2.0,0.0,0
29.0,64926.0,340.0,2.0,0.0,0.0,0
38.0,88029.0,781.0,2.0,1.0,0.0,0
37.0,92969.0,642.0,0.0,3.0,0.0,1
40.0,116623.0,651.0,1.0,1.0,1.0,0
56.0,82333.0,721.0,2.0,2.0,0.0,0
63.0,63339.0,365.0,1.0,1.0,2.0,0
51.0,96397.0,420.0,1.0,0.0,1.0,0
65.0,148702.0,718.0,1.0,2.0,2.0,0
47.0,130158.0,328.0,1.0,0.0,1.0,0
55.0,60616.0,848.0,3.0,0.0,1.0,0
27.0,117133.0,405.0,1.0,0.0,0.0,1
39.0,146916.0,573.0,1.0,3.0,2.0,0
39.0,15518.0,593.0,0.0,0.0,0.0,1
43.0,118208.0,353.0,2.0,2.0,2.0,1
43.0,80483.0,755.0,3.0,2.0,1.0,0
43.0,108716.0,456.0,2.0,0.0,2.0,0
55.0,43444.0,383.0,0.0,2.0,0.0,0
59.0,25271.0,351.0,2.0,1.0,0.0,0
57.0,42384.0,543.0,1.0,0.0,2.0,0
23.0,82333.0,384.0,2.0,1.0,0.0,0
43.0,98309.0,829.0,2.0,3.0,2.0,0
68.0,75846.0,398.0,2.0,0.0,0.0,0
69.0,22765.0,775.0,2.0,2.0,1.0,0
32.0,47744.0,313.0,0.0,2.0,0.0,1
22.0,68452.0,706.0,1.0,0.0,1.0,0
57.0,62066.0,327.0,0.0,0.0,2.0,0
19.0,33956.0,429.0,3.0,2.0,0.0,0
30.0,16619.0,751.0,1.0,1.0,2.0,1
49.0,23927.0,379.0,0.0,3.0,0.0,0
43.0,144346.0,655.0,3.0,0.0,0.0,0
48.0,138553.0,542.0,3.0,1.0,1.0,0
43.0,44986.0,690.0,0.0,3.0,0.0,0
18.0,82333.0,692.0,2.0,3.0,2.0,0
37.0,39049.0,749.0,1.0,1.0,1.0,0
52.0,70064.0,757.0,3.0,3.0,0.0,0
53.0,79948.0,520.0,2.0,1.0,1.0,0
68.0,24881.0,842.0,3.0,0.0,0.0,0
35.0,75587.0,770.0,2.0,3.0,1.0,0
36.0,83439.0,643.0,3.0,0.0,1.0,0
58.0,38662.0,464.0,2.0,1.0,0.0,0
43.0,97761.0,382.0,2.0,1.0,0.0,0
30.0,89177.0,673.0,1.0,1.0,0.0,0
59.0,79083.0,619.0,1.0,1.0,0.0,0
43.0,139747.0,684.0,2.0,1.0,2.0,0
50.0,82333.0,680.0,1.0,1.0,1.0,0
43.0,144360.0,838.0,0.0,1.0,0.0,0
58.0,124624.0,496.0,0.0,1.0,0.0,0
53.0,67529.0,466.0,1.0,1.0,1.0,0
67.0,132987.0,449.0,2.0,2.0,1.0,1
39.0,81950.0,497.0,1.0,3.0,1.0,0
63.0,74561.0,823.0,2.0,1.0,2.0,0
43.0,42103.0,508.0,1.0,0.0,0.0,0
57.0,82333.0,454.0,0.0,3.0,2.0,1
39.0,62877.0,573.0,1.0,0.0,2.0,0
46.0,98516.0,303.0,3.0,3.0,2.0,0
33.0,66855.0,573.0,0.0,2.0,1.0,0
41.0,50546.0,440.0,1.0,2.0,1.0,1
50.0,85194.0,807.0,2.0,1.0,2.0,0
68.0,129847.0,718.0,1.0,1.0,2.0,0
34.0,57589.0,803.0,2.0,1.0,1.0,0
35.0,103728.0,818.0,2.0,0.0,2.0,0
23.0,103130.0,771.0,0.0,0.0,2.0,0
61.0,55177.0,573.0,1.0,3.0,0.0,0
52.0,134036.0,573.0,0.0,1.0,1.0,0
20.0,38006.0,489.0,2.0,1.0,2.0,0
34.0,36697.0,824.0,0.0,3.0,2.0,0
34.0,81405.0,310.0,3.0,1.0,0.0,0
35.0,38464.0,715.0,2.0,3.0,2.0,0
61.0,57740.0,576.0,2.0,0.0,2.0,0
63.0,96174.0,573.0,2.0,0.0,0.0,0
28.0,104426.0,364.0,3.0,2.0,1.0,0
28.0,15338.0,367.0,0.0,1.0,1.0,0
45.0,146200.0,524.0,2.0,3.0,0.0,0
43.0,58156.0,425.0,0.0,0.0,1.0,0
68.0,82333.0,555.0,0.0,2.0,2.0,0
54.0,63385.0,435.0,1.0,3.0,2.0,0
53.0,20594.0,385.0,0.0,2.0,2.0,0
68.0,119662.0,357.0,2.0,3.0,2.0,1
22.0,20420.0,305.0,2.0,2.0,1.0,0
66.0,39308.0,367.0,1.0,2.0,0.0,0
43.0,138281.0,357.0,2.0,2.0,0.0,0
49.0,99990.0,573.0,3.0,0.0,2.0,0
29.0,82333.0,316.0,2.0,3.0,0.0,0
42.0,19745.0,639.0,1.0,1.0,2.0,0
33.0,82687.0,705.0,1.0,0.0,2.0,0
58.0,65065.0,573.0,2.0,3.0,2.0,0
43.0,65784.0,579.0,3.0,2.0,2.0,0
59.0,27329.0,382.0,3.0,2.0,1.0,0
65.0,82333.0,573.0,2.0,2.0,0.0,0
45.0,22489.0,593.0,1.0,0.0,2.0,0
44.0,82333.0,336.0,1.0,3.0,0.0,0
61.0,133131.0,800.0,0.0,0.0,0.0,0
34.0,36632.0,514.0,1.0,3.0,2.0,0
55.0,139467.0,842.0,3.0,2.0,1.0,0
29.0,68362.0,567.0,2.0,3.0,0.0,0
62.0,102807.0,489.0,1.0,0.0,1.0,0
32.0,89390.0,573.0,2.0,3.0,2.0,0
37.0,52287.0,548.0,0.0,2.0,2.0,0
39.0,32776.0,573.0,3.0,0.0,2.0,0
44.0,33809.0,573.0,3.0,2.0,2.0,0
25.0,70135.0,415.0,1.0,0.0,2.0,0
62.0,124145.0,751.0,0.0,2.0,2.0,0
54.0,80519.0,688.0,1.0,1.0,0.0,0
42.0,82831.0,597.0,3.0,0.0,1.0,0
18.0,100251.0,701.0,1.0,0.0,2.0,1
55.0,83309.0,661.0,1.0,1.0,1.0,0
50.0,88457.0,571.0,3.0,1.0,1.0,0
54.0,116896.0,491.0,1.0,0.0,2.0,0
36.0,29975.0,577.0,3.0,0.0,0.0,0
24.0,129705.0,697.0,2.0,1.0,2.0,0
30.0,133775.0,429.0,0.0,0.0,2.0,0
54.0,30110.0,830.0,3.0,0.0,1.0,0
52.0,36602.0,340.0,1.0,2.0,2.0,0
19.0,79544.0,573.0,1.0,2.0,2.0,1
48.0,140611.0,610.0,2.0,1.0,1.0,0
34.0,89369.0,774.0,2.0,1.0,1.0,0
20.0,82333.0,503.0,3.0,0.0,0.0,0
40.0,45318.0,310.0,3.0,1.0,2.0,0
59.0,126917.0,403.0,2.0,1.0,0.0,0
62.0,40159.0,308.0,3.0,3.0,2.0,0
65.0,64110.0,731.0,2.0,0.0,1.0,0
29.0,47960.0,709.0,1.0,1.0,1.0,0
67.0,96189.0,661.0,0.0,0.0,1.0,0
26.0,82333.0,740.0,3.0,1.0,1.0,0
18.0,91881.0,516.0,0.0,0.0,2.0,0
32.0,21300.0,806.0,0.0,2.0,1.0,0
22.0,72148.0,305.0,2.0,1.0,2.0,0
28.0,47409.0,371.0,3.0,1.0,0.0,0
64.0,82333.0,467.0,3.0,2.0,2.0,0
41.0,142629.0,504.0,3.0,3.0,0.0,0
38.0,39994.0,693.0,1.0,0.0,2.0,0
39.0,82333.0,581.0,2.0,2.0,1.0,0
34.0,139192.0,814.0,2.0,3.0,1.0,0
24.0,31336.0,435.0,3.0,1.0,2.0,1
67.0,78831.0,764.0,1.0,0.0,1.0,0
42.0,101768.0,573.0,2.0,1.0,2.0,0
24.0,82333.0,328.0,0.0,2.0,1.0,1
54.0,110293.0,402.0,0.0,1.0,1.0,0
19.0,129069.0,792.0,2.0,1.0,0.0,1
56.0,90575.0,820.0,3.0,3.0,1.0,0
68.0,107484.0,458.0,3.0,0.0,0.0,0
53.0,50322.0,492.0,2.0,2.0,2.0,1
47.0,45676.0,840.0,1.0,1.0,1.0,0
34.0,41371.0,553.0,2.0,2.0,0.0,0
42.0,149486.0,600.0,2.0,2.0,1.0,0
23.0,49839.0,840.0,1.0,2.0,1.0,0
35.0,82333.0,735.0,0.0,2.0,1.0,0
65.0,18687.0,331.0,2.0,2.0,2.0,0
45.0,127001.0,823.0,1.0,1.0,2.0,0
45.0,82333.0,573.0,0.0,1.0,0.0,0
24.0,22577.0,780.0,2.0,2.0,2.0,0
44.0,82333.0,560.0,3.0,0.0,0.0,1
55.0,23135.0,790.0,3.0,0.0,0.0,1
58.0,68566.0,404.0,0.0,1.0,2.0,0
34.0,100547.0,337.0,1.0,3.0,1.0,0
43.0,82333.0,735.0,3.0,3.0,0.0,0
55.0,56901.0,470.0,0.0,1.0,0.0,0
43.0,117228.0,446.0,2.0,0.0,2.0,1
68.0,22229.0,443.0,1.0,2.0,0.0,0
43.0,82333.0,330.0,2.0,2.0,0.0,0
32.0,113212.0,464.0,3.0,3.0,1.0,0
51.0,40949.0,827.0,1.0,2.0,1.0,0
36.0,106749.0,768.0,2.0,3.0,0.0,0
56.0,115530.0,774.0,1.0,1.0,1.0,0
39.0,82333.0,695.0,3.0,2.0,2.0,0
47.0,67658.0,781.0,0.0,0.0,0.0,0
43.0,70395.0,805.0,1.0,1.0,1.0,0
68.0,136630.0,454.0,3.0,2.0,1.0,0
32.0,105933.0,359.0,1.0,1.0,1.0,0
34.0,17371.0,399.0,1.0,2.0,2.0,1
19.0,131258.0,618.0,0.0,0.0,0.0,0
29.0,120551.0,807.0,2.0,0.0,2.0,0
31.0,16882.0,573.0,3.0,2.0,2.0,0
28.0,47758.0,392.0,2.0,0.0,2.0,1
37.0,21233.0,810.0,0.0,3.0,2.0,0
43.0,107515.0,573.0,0.0,1.0,2.0,1
49.0,80079.0,754.0,3.0,0.0,0.0,0
35.0,88771.0,542.0,1.0,0.0,1.0,0
43.0,50872.0,414.0,1.0,0.0,0.0,0
21.0,145236.0,482.0,2.0,0.0,2.0,0
32.0,42026.0,837.0,1.0,0.0,2.0,0
58.0,89942.0,356.0,1.0,0.0,2.0,0
40.0,125132.0,309.0,1.0,0.0,2.0,0
64.0,23789.0,498.0,0.0,1.0,0.0,1
64.0,41855.0,537.0,3.0,1.0,2.0,0
54.0,128959.0,414.0,2.0,1.0,2.0,0
34.0,47172.0,820.0,3.0,3.0,0.0,0
43.0,110346.0,793.0,3.0,0.0,0.0,0
46.0,82333.0,535.0,0.0,0.0,2.0,1
50.0,117823.0,690.0,2.0,1.0,2.0,0
20.0,111564.0,359.0,2.0,1.0,0.0,0
67.0,107815.0,603.0,0.0,1.0,2.0,0
62.0,37024.0,481.0,1.0,2.0,2.0,0
25.0,136746.0,778.0,1.0,3.0,0.0,1
52.0,66239.0,318.0,1.0,1.0,0.0,0
52.0,82333.0,323.0,3.0,3.0,2.0,0
43.0,96664.0,581.0,0.0,0.0,0.0,0
55.0,24629.0,674.0,0.0,2.0,0.0,0
23.0,109401.0,337.0,3.0,0.0,0.0,0
42.0,113092.0,509.0,3.0,0.0,1.0,0
47.0,89668.0,748.0,2.0,1.0,2.0,0
49.0,90109.0,831.0,3.0,0.0,0.0,0
31.0,72387.0,576.0,0.0,2.0,1.0,1
63.0,107830.0,323.0,2.0,3.0,2.0,1
68.0,89538.0,695.0,2.0,3.0,1.0,0
30.0,131275.0,587.0,3.0,0.0,1.0,0
41.0,51153.0,340.0,0.0,1.0,2.0,0
55.0,80305.0,602.0,1.0,2.0,2.0,0
38.0,91595.0,758.0,1.0,1.0,1.0,0
62.0,126391.0,660.0,0.0,2.0,1.0,0
43.0,134387.0,679.0,3.0,1.0,1.0,0
68.0,80931.0,414.0,1.0,2.0,0.0,0
39.0,135148.0,471.0,2.0,1.0,2.0,0
58.0,85815.0,495.0,3.0,3.0,1.0,0
33.0,82333.0,508.0,0.0,1.0,2.0,1
43.0,76354.0,756.0,1.0,0.0,1.0,0
37.0,23347.0,339.0,0.0,0.0,1.0,1
24.0,62603.0,836.0,3.0,3.0,2.0,0
43.0,82333.0,628.0,1.0,2.0,2.0,0
28.0,48413.0,346.0,3.0,1.0,2.0,0
55.0,26517.0,465.0,1.0,0.0,0.0,0
20.0,115277.0,514.0,1.0,0.0,0.0,0
46.0,43063.0,324.0,0.0,2.0,2.0,0
57.0,70350.0,548.0,1.0,3.0,1.0,0
66.0,103195.0,417.0,3.0,3.0,2.0,0
59.0,123915.0,802.0,3.0,2.0,2.0,0
43.0,60038.0,719.0,2.0,2.0,1.0,0
35.0,68654.0,564.0,1.0,0.0,0.0,0
66.0,142644.0,393.0,1.0,3.0,1.0,0
65.0,19744.0,324.0,1.0,1.0,2.0,0
22.0,136398.0,470.0,1.0,2.0,0.0,0
69.0,17140.0,634.0,0.0,3.0,2.0,0
42.0,68982.0,812.0,1.0,1.0,1.0,0
61.0,117154.0,411.0,1.0,3.0,2.0,0
43.0,76931.0,573.0,3.0,3.0,0.0,0
34.0,85119.0,703.0,0.0,1.0,0.0,0
44.0,65915.0,641.0,2.0,0.0,0.0,0
29.0,107127.0,593.0,1.0,1.0,2.0,0
66.0,29306.0,374.0,3.0,2.0,0.0,0
65.0,116596.0,672.0,0.0,2.0,2.0,0
44.0,32064.0,458.0,0.0,1.0,0.0,0
32.0,121294.0,611.0,1.0,1.0,0.0,0
51.0,65005.0,753.0,2.0,2.0,1.0,0
25.0,76445.0,750.0,0.0,2.0,2.0,1
61.0,51487.0,345.0,3.0,1.0,2.0,0
30.0,61203.0,562.0,3.0,2.0,2.0,0
67.0,146482.0,754.0,0.0,1.0,0.0,0
26.0,145679.0,691.0,0.0,2.0,2.0,1
43.0,105180.0,842.0,2.0,2.0,2.0,0
19.0,47060.0,391.0,2.0,0.0,2.0,1
28.0,108173.0,573.0,2.0,1.0,2.0,0
20.0,20744.0,647.0,1.0,3.0,2.0,0
66.0,116362.0,573.0,1.0,3.0,1.0,0
23.0,71885.0,640.0,1.0,0.0,0.0,0
63.0,40542.0,381.0,0.0,2.0,0.0,0
61.0,82333.0,654.0,0.0,1.0,0.0,0
59.0,83983.0,802.0,3.0,3.0,1.0,0
56.0,119078.0,364.0,2.0,0.0,1.0,0
53.0,44386.0,468.0,3.0,0.0,0.0,0
39.0,69630.0,573.0,2.0,0.0,1.0,0
27.0,21772.0,475.0,3.0,2.0,0.0,0
65.0,46448.0,807.0,0.0,0.0,0.0,0
22.0,48197.0,573.0,1.0,1.0,1.0,1
61.0,100336.0,313.0,3.0,0.0,0.0,0
64.0,81094.0,652.0,2.0,0.0,0.0,0
44.0,101607.0,750.0,1.0,2.0,1.0,0
60.0,51150.0,539.0,1.0,1.0,2.0,0
43.0,82333.0,368.0,2.0,3.0,1.0,0
26.0,101253.0,584.0,1.0,0.0,1.0,0
41.0,105404.0,692.0,2.0,1.0,0.0,0
35.0,74937.0,717.0,2.0,2.0,2.0,0
30.0,82333.0,791.0,1.0,3.0,1.0,0
38.0,50746.0,764.0,3.0,3.0,0.0,0
22.0,126238.0,630.0,3.0,2.0,1.0,0
27.0,82333.0,318.0,0.0,1.0,1.0,0
27.0,87674.0,727.0,3.0,1.0,2.0,0
41.0,68033.0,746.0,1.0,2.0,0.0,0
50.0,148441.0,572.0,2.0,2.0,0.0,0
39.0,15687.0,639.0,0.0,0.0,1.0,0
28.0,17898.0,486.0,3.0,3.0,0.0,0
61.0,60900.0,832.0,2.0,2.0,2.0,0
34.0,144730.0,700.0,2.0,0.0,2.0,0
67.0,37425.0,837.0,2.0,1.0,2.0,0
22.0,100908.0,573.0,2.0,2.0,1.0,0
55.0,73575.0,796.0,1.0,2.0,0.0,0
53.0,107361.0,538.0,1.0,0.0,1.0,0
56.0,51170.0,438.0,2.0,1.0,2.0,0
59.0,108735.0,721.0,0.0,0.0,0.0,0
43.0,83045.0,815.0,2.0,2.0,1.0,0
30.0,144022.0,807.0,0.0,0.0,0.0,0
45.0,82333.0,711.0,0.0,3.0,1.0,0
65.0,64303.0,841.0,3.0,0.0,1.0,0
38.0,55934.0,600.0,0.0,1.0,0.0,0
43.0,71016.0,430.0,3.0,1.0,2.0,0
32.0,91124.0,814.0,2.0,0.0,0.0,0
52.0,82333.0,457.0,0.0,1.0,0.0,0
58.0,141751.0,358.0,2.0,3.0,2.0,0
53.0,93522.0,805.0,3.0,2.0,1.0,0
43.0,68131.0,573.0,0.0,0.0,1.0,0
59.0,98913.0,423.0,1.0,3.0,0.0,0
68.0,101320.0,409.0,0.0,0.0,0.0,0
65.0,90128.0,806.0,3.0,1.0,0.0,0
63.0,69092.0,775.0,1.0,3.0,2.0,0
68.0,124313.0,325.0,0.0,1.0,1.0,0
48.0,46582.0,628.0,1.0,3.0,1.0,0
23.0,64615.0,346.0,3.0,3.0,0.0,0
60.0,82333.0,838.0,0.0,0.0,2.0,0
51.0,27215.0,522.0,2.0,2.0,1.0,0
60.0,40777.0,685.0,1.0,2.0,0.0,0
21.0,71579.0,834.0,0.0,1.0,1.0,1
42.0,143512.0,459.0,3.0,2.0,1.0,0
39.0,74448.0,638.0,2.0,1.0,2.0,0
