Age;CreditScore;MaritalStatus;Education;Default
19;705;2;0;1
68;658;1;3;0
26;510;2;2;1
47;445;2;2;0
28;463;1;1;0
42;573;0;2;0
50;484;0;1;1
52;449;2;3;0
56;554;1;2;0
27;800;2;3;0
18;324;0;3;1
47;471;0;3;0
45;765;2;2;1
62;602;0;1;0
53;352;2;1;1
32;423;2;1;1
35;536;1;2;0
27;460;0;2;1
53;329;0;2;0
65;688;0;3;0
38;839;0;2;0
24;412;1;0;0
22;709;1;3;1
50;694;1;3;0
67;767;0;2;0
69;687;0;1;1
18;757;2;3;1
42;777;2;0;0
18;727;2;0;0
24;690;1;3;1
53;568;0;3;0
40;722;2;0;0
23;734;2;0;1
59;843;0;2;0
41;795;0;3;1
61;752;0;2;0
45;580;2;3;1
66;694;2;1;0
65;587;0;1;0
39;465;1;3;0
30;494;0;0;0
56;693;2;3;0
41;449;1;3;0
36;745;2;3;0
59;339;0;3;0
59;490;1;0;1
60;847;1;2;0
35;407;1;0;0
45;519;0;2;1
57;616;1;0;0
29;448;0;2;1
21;648;0;2;1
35;401;1;0;1
46;653;0;2;0
46;762;1;0;0
38;744;0;3;0
50;353;2;2;0
48;531;0;3;1
51;698;2;0;0
51;499;0;3;1
21;769;2;2;0
47;369;0;1;1
51;399;2;1;1
46;556;1;1;1
45;701;1;2;0
22;811;1;2;1
45;799;1;0;0
39;355;2;0;0
52;746;2;0;0
55;356;2;1;0
53;741;2;2;0
29;417;0;2;0
40;412;2;2;1
29;476;2;1;0
67;319;0;0;0
26;537;1;2;1
42;376;2;3;1
49;656;1;3;1
42;681;1;0;0
62;684;0;2;0
37;770;2;1;0
39;452;2;3;0
35;805;2;2;0
66;587;0;1;1
29;742;2;0;1
56;357;1;0;1
48;600;0;2;1
69;424;1;1;0
26;805;2;0;1
38;444;0;3;0
60;700;0;1;0
19;637;0;1;1
35;540;1;1;1
23;457;0;0;1
53;832;1;1;0
47;432;0;0;1
38;606;2;3;0
18;415;1;2;0
31;683;2;2;1
23;623;1;2;0
41;497;0;1;1
32;335;1;3;0
40;691;2;2;0
49;421;1;3;0
45;689;2;3;0
68;546;1;2;0
58;518;1;2;0
31;829;1;0;1
24;643;1;2;0
60;573;0;0;0
47;468;2;1;0
64;557;1;1;0
58;571;0;1;0
45;528;0;3;1
52;661;2;3;0
36;699;1;3;0
40;569;0;1;1
69;432;0;3;0
61;570;0;0;1
45;837;2;3;0
66;386;2;0;0
31;791;2;0;0
67;397;1;3;0
50;709;2;0;0
60;342;1;3;1
20;476;0;1;1
46;741;0;2;0
48;737;0;1;0
43;809;0;0;1
35;427;2;3;0
59;326;1;0;0
56;769;0;1;1
57;568;1;1;0
51;683;0;0;1
49;386;0;3;0
66;804;1;2;0
46;434;0;1;1
54;418;2;2;0
50;437;2;2;0
38;726;1;3;0
68;844;1;2;0
24;831;0;0;1
61;625;2;1;0
39;503;2;0;1
45;606;1;1;0
26;723;0;2;1
53;774;1;1;0
20;360;0;1;0
30;728;2;1;0
66;503;2;0;0
48;697;0;0;1
63;634;1;3;0
32;658;2;0;0
56;783;0;0;0
55;385;1;1;1
57;527;1;2;0
43;744;1;2;0
43;424;0;2;1
43;841;2;0;0
36;340;0;2;1
38;547;2;0;0
39;508;0;1;1
22;461;1;1;1
37;815;2;3;0
51;609;2;1;1
49;512;0;0;1
69;585;1;3;0
52;559;2;2;0
56;830;2;3;0
24;560;1;3;1
53;660;2;2;0
69;465;1;0;0
56;545;0;2;1
58;347;0;2;1
62;578;2;2;0
19;653;2;3;0
26;401;2;2;1
63;811;0;2;0
19;305;0;2;1
19;428;0;2;1
36;409;0;0;1
56;332;0;2;1
60;808;0;0;0
62;687;1;1;0
46;796;2;1;0
25;720;1;0;1
51;403;0;2;1
45;427;0;0;1
28;745;0;0;1
54;328;2;2;1
58;634;2;0;0
33;634;0;0;0
44;725;0;0;1
34;830;1;3;1
23;498;2;0;1
40;308;2;2;1
58;410;1;2;1
30;792;2;2;1
55;502;0;1;1
44;606;0;3;1
38;513;0;0;1
18;735;0;2;0
23;798;2;3;0
59;539;2;0;0
21;576;0;3;1
39;374;1;1;1
66;507;0;2;1
69;515;0;2;1
38;831;0;2;0
25;466;2;0;1
30;567;0;1;1
46;606;2;3;1
40;690;1;0;1
52;650;0;3;1
36;653;0;3;0
34;424;2;3;0
25;668;0;1;0
43;363;2;0;0
52;652;1;3;0
45;369;1;3;1
51;824;2;3;0
60;483;1;2;0
60;462;0;1;0
47;738;0;1;0
49;789;2;3;0
30;759;2;0;1
42;794;0;1;0
51;462;0;3;0
26;649;1;2;0
59;447;2;3;0
69;548;2;0;1
22;381;0;3;1
30;471;0;1;1
66;324;2;1;1
31;705;1;1;1
28;635;0;1;1
35;643;0;3;1
63;743;1;0;0
43;818;1;1;1
51;676;0;2;1
56;828;1;0;0
24;547;0;2;0
29;492;1;1;1
29;629;1;2;0
27;817;2;0;0
53;711;1;1;0
45;478;2;3;1
69;644;1;1;0
31;532;2;3;0
39;748;0;1;1
52;811;0;3;0
66;686;1;3;0
37;376;2;1;1
63;500;2;2;0
68;764;0;0;1
56;689;1;0;0
43;667;1;3;0
28;301;1;2;0
31;628;1;0;0
51;764;2;3;0
37;608;1;0;0
59;849;2;2;0
42;615;2;3;0
55;645;0;0;0
34;633;2;1;1
23;690;0;3;1
58;625;0;0;0
45;583;2;3;0
39;757;1;2;0
58;531;0;0;1
31;471;2;3;0
19;470;0;3;0
32;793;2;0;0
24;448;0;2;1
63;679;2;0;1
60;496;1;2;0
27;667;1;1;1
46;674;1;0;1
27;724;1;3;1
46;514;1;3;1
63;348;2;0;0
52;743;0;2;0
45;447;2;1;1
49;832;0;0;0
37;593;1;2;1
30;555;2;2;1
22;785;2;0;0
69;708;0;3;1
30;837;1;0;1
56;480;2;1;1
46;675;0;0;0
44;751;0;2;0
32;424;1;2;0
64;415;1;3;0
69;507;1;0;1
56;602;0;3;0
42;776;2;2;0
46;423;2;3;0
38;648;1;3;1
48;375;1;0;1
30;321;1;1;1
61;767;1;3;0
60;401;1;3;0
36;624;0;1;0
54;746;0;1;0
36;742;2;2;0
56;437;1;2;1
68;311;0;3;0
54;707;2;3;0
36;652;2;2;1
18;473;2;0;0
28;554;1;2;0
24;451;1;1;1
33;525;0;1;1
23;321;2;0;1
42;756;0;2;0
35;631;2;2;1
55;487;1;0;1
39;320;2;1;1
37;740;2;0;0
51;315;2;3;0
53;781;0;0;0
35;450;1;2;1
19;779;2;1;0
21;629;0;2;1
40;485;2;3;0
23;778;1;1;1
32;319;2;1;0
40;514;1;3;1
63;841;2;0;0
59;820;0;3;0
53;782;1;3;0
64;432;0;1;1
25;452;2;1;1
31;523;2;0;1
22;623;0;3;1
24;672;1;3;1
64;836;0;3;0
36;737;0;2;1
63;410;2;0;1
30;501;0;1;0
20;487;0;1;1
19;449;1;0;1
30;507;1;0;0
63;828;0;0;0
60;820;0;1;0
21;479;0;2;1
39;491;0;0;1
33;454;1;3;1
45;742;0;1;0
54;310;2;3;0
36;413;1;1;1
57;534;0;2;0
32;328;0;3;1
63;510;1;3;0
51;497;0;1;1
61;659;0;2;1
62;429;2;3;0
39;509;1;1;1
35;412;1;2;0
39;605;2;1;0
51;725;0;3;0
55;363;1;0;0
45;750;1;0;0
38;412;2;2;0
67;830;1;3;0
63;392;1;0;1
28;509;1;0;1
44;697;2;2;0
30;509;2;3;1
44;745;1;1;1
39;784;2;0;1
59;586;2;2;0
57;586;0;3;1
36;618;1;2;0
49;401;0;2;1
22;463;1;0;1
52;687;2;0;1
63;712;0;3;0
48;586;2;3;0
22;378;0;1;1
22;432;2;1;0
63;582;1;3;0
60;304;0;1;0
28;663;1;2;1
40;660;0;2;1
62;539;1;0;1
36;601;0;0;1
42;821;1;1;1
50;665;2;0;0
41;688;1;2;0
62;433;1;2;0
20;695;2;3;0
55;760;1;2;0
47;425;1;3;0
33;375;2;3;1
20;482;0;2;0
51;634;1;2;1
51;623;2;3;0
55;619;2;2;0
67;806;2;2;0
38;745;0;3;0
57;619;2;1;0
46;609;0;1;1
53;814;1;1;0
67;688;0;1;0
61;461;0;3;0
57;717;0;3;0
40;368;0;0;1
37;587;2;2;0
59;785;0;3;0
28;847;0;1;0
68;637;1;1;0
41;589;0;2;0
46;353;1;2;1
69;353;2;1;1
39;369;2;2;0
22;658;0;2;1
37;706;2;3;1
22;574;2;0;1
26;763;0;1;0
31;767;2;2;1
57;684;2;3;0
55;729;1;1;0
49;771;0;3;0
20;755;1;3;0
42;678;2;2;0
52;823;0;0;1
48;456;1;3;0
58;345;2;0;1
66;786;2;3;0
54;832;0;0;0
18;587;0;3;1
24;341;2;0;1
66;848;1;2;0
27;717;2;2;0
29;712;2;0;0
40;591;1;0;1
68;834;0;3;0
66;630;1;0;0
22;395;2;3;1
30;350;2;1;0
64;347;2;3;0
68;523;0;2;0
50;613;0;1;1
29;756;2;0;1
28;510;1;2;0
33;604;2;1;0
58;334;0;3;1
42;809;1;2;0
35;802;0;2;0
28;674;0;2;1
33;664;1;1;1
55;325;0;0;1
49;551;0;1;1
65;659;1;0;1
39;843;2;3;1
40;442;1;3;1
41;455;0;0;1
64;666;0;0;1
25;781;2;0;1
46;822;1;0;0
51;810;0;0;1
53;551;2;3;0
54;728;0;1;0
32;620;2;0;0
51;425;2;0;1
56;779;1;1;0
33;685;2;1;1
60;394;2;3;0
53;682;1;3;1
69;403;1;1;0
53;379;2;1;0
18;456;1;2;1
50;481;0;2;1
37;667;1;1;0
25;605;0;2;1
26;308;0;0;1
36;643;0;1;1
46;636;2;2;1
57;326;1;1;1
24;303;0;3;1
47;423;2;2;1
21;819;0;0;1
27;530;0;3;0
23;738;1;0;1
65;438;2;0;0
66;702;2;2;0
19;530;2;0;1
42;567;0;1;1
48;625;1;0;0
29;419;2;1;1
27;588;2;0;1
46;420;0;2;1
35;440;1;3;0
26;726;2;3;0
62;319;1;3;0
26;597;0;0;1
57;839;0;0;0
22;519;2;0;1
59;425;2;3;0
50;775;1;2;0
26;591;1;2;0
39;780;0;0;1
33;672;2;3;0
34;463;1;2;1
65;809;2;3;0
26;704;0;3;0
40;682;0;2;1
25;574;1;0;0
36;705;1;3;1
53;631;2;2;0
29;332;2;3;1
47;495;0;1;1
47;521;2;3;1
32;606;2;1;1
18;612;2;3;0
50;698;1;2;0
35;536;1;2;1
65;659;2;2;0
62;595;1;3;0
35;539;2;2;0
31;347;0;0;1
40;687;0;1;1
36;558;0;3;0
55;660;0;1;0
43;522;1;1;0
26;341;2;2;1
54;648;0;2;1
46;672;1;3;0
44;708;2;3;0
44;429;0;1;0
60;457;0;2;0
20;626;2;2;1
41;625;2;0;1
57;669;0;1;1
59;761;2;1;0
63;540;0;1;0
51;317;1;3;1
65;409;0;3;0
32;586;2;2;1
38;637;1;1;0
58;389;1;2;0
37;782;0;3;0
18;624;1;3;0
36;370;2;2;1
27;565;0;2;1
33;464;1;3;0
25;634;0;3;1
20;564;2;1;0
21;619;1;0;1
69;734;1;0;0
18;727;2;1;0
18;553;0;3;1
67;750;1;0;0
33;777;0;1;0
66;376;2;1;0
56;704;1;1;0
19;428;2;1;1
40;409;1;2;1
29;623;2;0;1
52;472;0;3;0
37;349;0;3;1
52;410;2;3;1
68;444;0;1;1
39;782;1;3;1
57;565;1;2;0
45;574;2;0;0
24;330;0;0;1
65;833;1;1;0
21;367;0;2;1
49;690;2;3;0
67;744;1;1;0
57;557;1;2;0
59;836;1;2;0
49;597;0;2;1
39;833;1;3;1
67;653;2;1;1
42;358;2;1;1
50;469;1;2;0
63;403;2;2;0
40;800;2;3;0
54;476;2;0;1
43;686;0;2;1
67;312;1;1;1
22;341;1;1;1
53;819;0;0;0
38;740;2;1;0
36;408;0;0;1
66;806;1;2;0
44;685;2;1;0
27;661;0;2;1
18;691;0;1;0
57;755;2;3;0
36;452;0;1;1
45;759;2;0;1
21;574;1;0;1
61;792;2;3;0
53;473;0;0;0
21;814;2;1;0
64;389;1;2;0
29;404;1;2;1
46;528;1;2;0
57;547;1;2;0
47;324;2;1;1
44;812;0;1;1
57;539;1;0;0
45;766;2;3;0
61;486;1;2;0
18;665;1;0;1
66;827;0;0;0
42;342;2;0;1
32;564;1;0;1
41;458;2;1;0
65;523;1;2;0
62;560;2;3;0
55;841;2;2;1
40;549;2;3;0
26;501;2;1;1
59;649;0;0;1
28;531;2;1;0
21;738;2;0;0
66;358;1;2;1
23;605;2;3;1
54;715;1;0;0
65;793;1;2;1
61;794;2;0;1
30;416;1;2;1
36;667;1;0;1
23;681;1;0;1
36;686;0;3;1
65;333;0;1;1
57;797;0;3;0
32;470;0;0;1
32;615;1;0;1
43;369;0;3;1
20;594;2;1;1
51;587;0;3;1
60;828;0;0;1
64;507;0;1;1
50;425;2;2;0
42;471;2;1;1
25;414;2;2;1
42;762;0;0;1
49;300;1;2;0
31;587;0;0;1
20;351;1;1;1
66;716;2;2;0
30;633;0;0;1
18;488;0;1;1
58;561;1;0;1
51;729;1;1;0
63;593;0;2;0
51;314;2;0;1
24;728;1;0;1
53;371;1;1;1
55;360;2;3;0
69;786;1;2;0
22;379;0;2;1
29;596;1;1;1
68;480;1;1;1
43;591;2;3;1
44;586;2;1;1
49;457;2;1;1
22;655;2;1;0
61;300;2;3;0
24;396;0;3;1
25;713;0;0;1
22;368;1;1;1
58;578;1;0;0
52;747;2;1;0
56;554;2;2;0
32;591;0;2;0
37;585;0;0;1
66;792;1;3;0
55;376;2;1;1
49;634;1;1;0
38;696;2;0;1
26;370;0;3;1
65;492;2;2;0
56;505;0;2;0
43;306;0;2;1
41;732;1;3;0
55;546;1;1;1
43;471;0;1;1
53;403;1;0;1
38;731;1;2;0
18;849;1;3;1
50;537;1;1;0
51;302;2;3;0
43;635;1;0;0
62;671;0;2;0
49;395;0;2;1
41;790;0;3;0
57;351;2;1;0
33;638;1;1;1
48;631;0;3;0
37;384;2;1;1
63;720;2;0;0
34;354;1;1;1
33;598;1;0;0
53;808;0;1;0
60;500;2;2;1
65;558;2;1;0
52;349;0;1;0
39;643;2;1;1
25;778;1;1;1
34;374;1;2;1
41;761;2;3;0
43;451;1;2;0
28;634;2;3;1
44;763;0;1;0
31;353;0;1;1
28;848;1;1;1
31;751;2;1;0
32;695;0;1;1
30;346;0;3;0
68;362;2;3;0
48;604;1;1;0
37;651;0;2;1
44;404;2;2;0
30;633;0;1;1
27;675;1;2;1
67;762;2;1;0
26;562;2;3;0
45;714;2;2;1
33;346;0;1;1
66;532;2;3;1
69;562;0;0;1
41;305;1;2;1
30;679;1;3;0
25;737;0;0;1
21;603;0;0;1
48;772;0;0;0
47;469;1;2;1
42;616;1;1;1
21;512;0;3;1
19;693;2;1;1
33;776;2;3;0
38;617;2;2;1
28;372;2;3;1
41;660;1;1;1
34;752;1;1;1
37;337;1;3;0
40;744;2;1;0
28;366;1;1;1
25;523;0;3;1
22;683;0;0;1
48;488;1;2;1
32;553;2;2;1
51;448;0;2;0
55;565;2;2;0
63;330;1;2;0
64;315;2;1;1
63;443;0;0;0
32;345;2;0;1
67;717;0;1;1
45;569;0;1;0
43;557;0;3;1
66;527;2;0;0
39;798;2;0;1
52;335;0;1;1
45;494;2;1;0
67;615;2;0;1
28;787;1;0;0
58;513;1;3;0
40;531;0;1;1
58;659;1;1;0
37;586;1;0;1
43;311;2;1;0
34;513;2;0;1
40;617;0;0;1
47;771;2;0;1
38;411;0;3;1
65;348;0;2;0
35;709;0;0;1
56;845;2;2;0
21;658;2;3;0
69;593;0;2;0
47;642;1;0;1
52;832;2;0;0
69;815;1;2;0
64;506;1;1;1
53;691;2;1;0
68;822;2;1;0
21;787;2;1;1
64;507;2;2;0
42;843;1;0;0
31;842;1;3;0
21;728;2;1;0
62;826;0;1;1
61;483;2;2;0
28;792;1;0;0
47;328;2;3;1
67;332;1;3;0
49;326;0;1;1
27;484;2;0;1
41;524;2;2;0
39;532;2;0;1
58;848;0;3;0
28;820;2;1;0
22;757;0;3;0
38;407;0;0;1
59;397;0;1;1
58;727;0;0;0
66;608;0;3;0
30;480;1;3;0
38;447;1;0;1
41;612;2;3;0
55;464;2;0;0
43;304;1;0;1
48;619;1;3;0
56;420;2;2;0
35;729;0;1;1
64;796;0;1;1
31;742;0;1;0
41;669;1;3;1
69;716;0;2;0
24;656;2;1;1
55;685;0;2;0
61;575;1;0;1
23;469;1;0;1
28;560;2;1;1
44;398;1;3;0
59;312;2;2;0
68;761;1;0;0
42;561;0;0;1
42;435;2;0;1
54;580;0;3;0
45;404;1;0;1
44;421;0;2;1
57;498;2;3;0
31;727;0;1;0
27;766;0;1;1
19;581;2;2;1
56;603;1;3;0
69;767;0;0;0
61;832;0;0;0
40;670;1;2;0
49;833;2;0;0
64;761;1;3;0
33;426;1;0;1
56;579;0;1;0
50;828;0;2;0
54;389;2;3;1
40;790;1;1;1
40;364;0;2;1
24;827;2;2;0
50;451;2;0;0
55;836;1;3;1
57;842;2;1;0
39;374;1;0;1
18;459;1;1;1
33;617;1;3;0
24;527;0;3;1
59;438;2;0;1
65;717;1;0;0
64;562;1;2;0
41;377;2;3;0
37;712;0;3;0
56;666;2;1;0
60;306;0;2;1
35;748;1;3;0
19;433;1;3;1
19;576;0;2;1
39;764;2;3;0
58;340;2;3;0
35;710;1;2;1
56;581;2;3;0
19;844;0;2;1
24;849;1;1;1
32;363;0;2;1
25;745;2;3;0
53;323;0;3;1
34;417;1;2;1
25;716;2;1;0
37;831;1;0;0
28;419;1;2;1
28;621;0;1;1
40;829;1;3;0
59;545;1;3;0
38;319;1;3;1
53;777;1;0;1
55;835;2;1;0
54;731;0;3;0
63;559;0;3;0
43;324;0;3;1
32;763;0;2;0
48;660;1;1;0
68;696;0;2;0
32;302;0;3;0
65;475;2;0;0
63;636;1;0;0
53;308;0;3;1
31;731;2;1;0
61;541;1;3;0
20;531;0;0;1
22;637;1;2;1
44;832;1;0;1
31;500;2;3;0
35;565;0;2;1
39;767;2;1;0
61;828;1;3;0
28;392;1;3;1
68;450;0;0;1
55;683;1;0;1
25;392;2;2;0
40;807;2;3;1
42;309;0;1;1
46;741;0;1;1
42;531;2;3;0
46;568;2;0;0
27;584;0;3;1
41;745;2;1;0
37;631;1;1;1
21;473;0;1;1
65;353;2;1;1
59;528;0;0;0
31;308;0;1;1
20;614;2;2;1
32;465;0;3;1
21;715;0;1;1
55;609;1;0;0
38;684;1;3;0
24;729;2;0;1
55;581;0;3;0
59;607;0;2;0
59;483;1;2;0
62;838;2;0;0
49;820;2;1;0
42;458;0;0;1
42;399;1;0;1
27;400;2;2;0
52;365;2;2;1
64;448;2;2;1
41;503;1;1;1
59;784;1;1;1
38;681;1;3;0
69;660;0;1;0
23;607;2;2;0
59;369;2;0;1
57;319;1;0;0
18;649;0;0;1
64;396;2;1;0
62;566;0;2;1
61;408;1;0;1
23;696;2;2;1
51;436;0;2;0
33;492;0;1;0
59;647;1;0;1
18;513;2;3;0
21;355;2;1;1
56;328;0;2;1
61;630;0;3;0
40;534;0;1;1
67;386;2;2;0
18;479;0;3;1
49;551;0;3;0
43;695;1;3;0
34;333;0;3;1
61;383;1;3;0
30;742;2;1;1
65;649;0;2;1
35;563;1;1;1
63;729;1;2;0
33;705;0;3;1
61;846;0;1;0
44;461;1;0;0
34;620;2;1;1
51;775;2;2;0
48;368;0;3;0
29;496;2;3;0
44;524;0;2;0
34;744;1;3;0
28;583;2;0;0
24;648;2;3;0
51;481;2;3;0
46;420;1;1;1
18;379;1;0;1
39;477;0;3;0
33;457;0;2;1
65;836;0;2;0
19;832;0;1;1
60;658;2;1;0
29;660;0;1;1
24;409;0;0;1
19;845;2;3;0
53;458;0;0;1
25;411;1;1;1
25;691;1;2;0
19;704;1;3;0
32;599;0;3;0
48;386;2;1;0
23;305;2;3;1
64;580;0;3;0
40;657;0;1;0
30;619;1;3;1
61;304;2;1;0
29;657;0;3;1
27;440;0;3;1
60;336;2;1;1
62;805;1;2;0
51;344;0;0;1
58;309;0;2;0
40;506;1;1;1
33;589;0;3;1
47;471;2;1;0
42;810;2;0;0
32;597;0;3;0
61;800;2;2;0
52;359;2;1;1
19;415;0;0;1
66;637;0;3;0
31;466;2;0;1
65;806;0;2;0
54;327;0;2;1
62;798;2;0;0
61;312;2;1;0
44;744;2;0;0
69;617;0;3;0
47;502;0;1;0
66;696;0;0;0
38;509;2;2;1
23;681;1;3;0
39;585;1;0;1
57;451;1;2;1
36;499;1;3;1
39;650;1;0;1
43;763;0;0;1
31;419;2;3;1
64;300;2;3;0
41;475;0;3;0
65;514;0;1;0
62;633;1;0;1
45;357;1;0;1
18;378;2;3;1
69;756;0;3;1
43;744;1;0;0
49;390;0;3;0
33;721;1;2;0
66;659;2;3;1
60;354;0;1;0
53;640;1;0;0
67;847;0;1;0
67;845;0;3;0
52;535;2;3;0
41;779;2;0;0
38;667;0;0;1
18;655;2;0;1
31;364;2;3;1
45;817;2;2;1
61;543;0;2;0
58;512;0;0;0
69;497;1;3;0
48;649;1;2;0
49;634;1;3;0
27;359;0;1;1
36;515;1;2;0
38;589;1;3;0
67;436;1;3;0
65;586;1;3;0
23;339;1;2;0
64;509;2;3;0
35;698;0;2;1
62;621;1;1;0
24;669;1;3;1
32;698;2;1;0
42;398;1;1;1
51;799;2;3;0
69;615;2;2;0
57;844;1;0;1
52;694;2;3;0
45;726;2;1;1
42;651;1;0;1
57;440;1;2;1
34;363;1;1;1
44;378;1;2;0
30;303;0;2;1
34;654;0;3;1
32;469;2;0;1
50;346;2;3;1
46;319;0;2;1
31;397;1;3;0
50;300;2;1;1
42;612;0;3;1
34;336;0;2;1
54;747;0;3;0
39;322;2;1;1
55;416;0;3;0
31;737;2;2;0
43;349;1;2;0
46;569;2;1;0
33;366;0;3;1
57;346;1;3;0
29;635;2;3;0
38;730;1;0;0
42;427;0;1;0
31;733;2;2;1
19;545;0;3;1
38;491;2;1;0
28;538;1;1;0
38;319;2;2;1
26;500;0;2;1
31;361;2;0;1
19;657;1;0;1
27;785;0;2;0
26;513;2;1;0
56;675;2;0;0
46;483;2;0;1
65;655;0;0;1
21;630;1;3;0
39;369;1;3;1
43;590;1;1;0
31;690;1;0;1
65;671;0;0;1
48;839;0;3;0
21;381;2;0;1
64;585;2;0;0
48;465;2;0;1
53;422;2;0;0
37;393;1;2;1
51;331;0;1;1
47;479;0;1;1
66;754;0;0;1
27;357;0;3;1
54;474;2;2;0
51;333;0;3;1
42;472;2;1;1
54;643;2;0;0
22;416;1;1;1
58;777;2;3;0
22;386;1;2;1
33;771;2;3;0
52;848;2;3;0
45;436;1;2;1
34;793;0;0;1
48;679;2;1;0
69;461;2;3;0
60;546;1;0;1
62;640;2;0;0
45;518;2;1;0
65;687;1;1;0
68;472;0;1;1
67;566;2;0;0
60;363;2;0;1
35;696;0;1;1
38;474;2;2;1
65;576;2;3;0
55;561;2;1;0
68;558;0;0;0
64;373;0;3;0
53;847;0;3;0
28;352;1;2;1
48;391;0;3;1
38;365;1;3;1
63;778;0;2;1
68;576;0;3;1
57;687;2;1;0
62;570;2;0;0
63;588;2;0;0
58;423;1;1;1
23;735;1;1;1
51;645;2;1;1
18;386;1;3;1
68;319;0;3;0
26;570;2;3;1
19;317;2;0;1
30;433;0;2;1
20;769;0;3;1
64;374;1;1;0
41;717;1;1;0
43;816;2;0;0
32;537;1;0;1
48;689;0;0;1
34;513;1;1;0
47;529;1;0;1
19;720;0;2;1
37;709;1;2;0
28;757;2;1;0
26;514;0;3;1
26;356;0;2;1
49;388;2;0;1
26;588;0;2;1
51;789;1;1;0
34;560;0;2;1
30;785;2;3;0
51;443;2;3;1
67;431;1;3;1
26;691;2;0;1
67;538;1;2;0
40;693;2;2;0
64;446;2;3;0
24;666;2;3;0
59;841;1;1;0
18;592;1;0;1
52;696;0;2;0
19;405;0;0;0
65;540;0;2;1
19;536;0;2;1
25;830;0;2;0
40;588;2;2;1
18;516;1;3;1
51;745;0;2;1
37;359;0;2;1
20;655;0;3;1
45;759;1;2;0
60;575;0;3;0
49;339;0;2;0
45;781;2;2;0
30;732;1;3;1
62;555;2;0;0
42;495;2;1;0
57;693;1;2;0
66;354;2;2;1
38;759;2;0;1
67;597;2;3;0
39;785;0;0;0
21;807;1;2;1
26;648;0;2;1
26;533;0;0;1
23;546;2;3;0
57;395;1;3;1
62;588;1;3;0
42;300;0;1;1
28;399;0;0;1
51;576;1;3;0
60;800;2;2;0
46;365;1;2;1
19;684;2;0;1
44;553;1;3;0
42;814;0;3;0
42;325;0;3;1
42;533;0;2;1
26;836;2;1;0
48;717;1;2;0
69;377;0;3;0
54;800;0;2;0
47;465;1;0;0
23;805;0;0;0
51;828;0;2;0
49;563;0;3;1
48;563;1;2;0
29;766;0;0;0
37;332;0;3;0
32;346;2;1;1
55;605;0;2;1
67;599;1;3;0
56;387;2;1;1
41;456;2;0;1
43;519;1;1;0
60;581;0;2;0
32;685;2;2;0
56;591;2;2;1
41;810;0;1;0
50;402;0;1;0
46;304;0;3;1
67;741;0;3;0
45;783;0;2;0
39;809;1;1;0
46;684;1;1;0
43;676;2;1;0
58;487;1;0;1
62;761;0;0;1
55;446;0;0;1
32;462;0;0;1
32;394;0;0;1
62;582;0;0;1
67;684;1;0;0
24;634;2;3;0
58;554;2;2;0
39;311;2;2;1
20;713;0;1;1
32;760;2;1;0
57;755;1;1;0
67;455;2;0;0
46;300;2;1;1
52;787;1;2;0
49;418;2;0;1
24;702;0;0;1
27;610;0;0;1
29;567;1;0;1
34;811;1;1;0
59;559;1;3;0
48;713;0;3;0
23;382;0;0;1
51;579;2;2;1
36;820;2;2;0
27;343;1;2;1
43;316;1;1;1
67;493;0;2;0
31;722;2;1;0
29;328;2;3;1
45;304;0;3;0
29;406;1;1;1
41;819;2;1;1
56;771;0;0;1
21;484;0;2;1
25;724;1;3;1
39;354;1;0;1
21;306;0;0;1
50;621;2;2;0
51;695;2;2;1
33;393;0;0;1
67;836;2;2;0
67;341;1;0;1
63;422;0;0;1
44;420;0;2;1
36;754;2;0;1
54;324;2;0;1
27;651;2;0;1
67;560;1;1;0
61;522;2;3;0
59;436;0;2;0
50;825;1;0;0
56;315;1;0;1
58;425;1;1;1
48;796;0;0;0
52;664;1;3;0
46;307;0;3;1
38;648;2;0;1
18;767;0;1;1
51;821;1;0;0
48;439;1;2;0
31;691;0;0;1
58;491;1;0;0
43;442;1;3;0
63;318;0;0;1
32;648;0;1;0
40;404;1;3;0
20;823;2;2;0
19;486;1;3;0
49;364;1;3;0
31;316;0;2;1
31;695;1;0;0
22;447;0;3;1
63;470;1;3;1
63;658;0;2;0
26;783;2;0;1
19;696;0;3;1
35;338;2;2;1
20;387;0;1;1
47;582;1;0;1
23;612;0;0;1
60;741;1;3;0
18;302;2;1;1
68;693;1;1;0
27;566;0;1;1
28;460;2;3;1
21;300;2;2;1
25;805;0;2;1
23;377;1;1;1
38;671;1;3;0
44;604;0;0;1
27;722;0;2;1
35;491;1;0;1
42;422;1;2;1
30;785;1;0;0
39;805;0;1;1
35;514;1;0;1
20;423;0;3;1
66;360;0;0;1
38;687;2;3;0
69;656;1;0;0
51;725;2;3;0
34;493;2;2;0
19;788;1;1;1
58;515;2;3;0
60;410;0;0;1
20;727;1;0;1
28;686;2;0;1
22;372;0;2;1
39;375;2;0;1
57;629;2;0;1
35;484;2;0;1
52;688;2;2;0
22;681;2;1;1
43;437;1;2;0
18;453;1;2;0
52;400;1;2;0
63;310;2;2;0
28;405;0;3;0
61;361;0;0;1
58;389;1;0;1
52;652;2;0;1
34;494;1;0;0
23;514;2;2;1
64;645;0;0;0
55;335;2;3;1
51;419;1;1;1
53;569;1;2;1
69;521;1;2;0
40;439;2;3;0
18;388;1;1;1
37;716;2;3;0
27;645;1;0;1
35;748;2;0;1
21;712;1;2;1
